# time [indices] average
# -1.0 58677.0 -0.03 -0.04 -0.1 0.02 0.07 0.03 0.01 0.08 0.09 0.0 0.01 -0.05 0.07 -0.09 0.0 0.0 -0.07 -0.0 -0.11 -0.18 -0.35 -0.66 -0.81 -0.71 -0.14 -0.17 2173.1062962962965
1.0 -0.06 -0.01 -0.01 -0.02 -0.02 -0.01 0.0 0.0 -0.01 0.0 0.02 0.01 0.0 0.0 -0.02 -0.01 0.04 0.01 0.0 -0.04 -0.03 -0.38 -0.2 -0.25 -0.16 -0.19 -0.28 -0.06
2.0 -0.17 -0.01 -0.02 -0.0 -0.01 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 -0.01 -0.01 -0.01 -0.01 -0.01 -0.01 -0.01 -0.0 -0.0 -0.010370370370370372
3.0 -0.01 -0.02 -0.01 -0.02 -0.02 -0.01 -0.01 0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.01 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.01 -0.0 -0.01 -0.03 0.0 -0.0 -0.005925925925925926
4.0 0.0 -0.0 -0.01 -0.04 -0.02 -0.01 0.0 0.0 0.03 0.02 0.01 0.0 0.0 0.03 -0.0 0.02 0.06 0.03 0.02 0.01 0.0 0.01 0.0 -0.0 0.0 0.03 0.0 0.007037037037037037
5.0 0.02 -0.01 -0.0 -0.02 -0.01 0.0 0.0 0.0 0.01 0.01 0.0 -0.0 0.0 0.0 0.0 0.0 -0.03 -0.01 -0.0 -0.03 -0.03 -0.03 -0.02 -0.03 -0.04 0.01 -0.0 -0.007777777777777778
6.0 -0.01 0.02 0.01 0.0 0.01 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.01 -0.0 -0.01 0.0 0.0 0.0 0.0007407407407407406
7.0 0.0 0.02 0.01 -0.01 -0.0 0.0 -0.0 -0.0 0.01 0.0 -0.0 -0.01 0.0 0.01 0.01 -0.0 0.01 -0.0 0.01 0.0 0.0 -0.02 -0.0 -0.02 -0.01 -0.0 -0.01 0.0
8.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.01 -0.01 -0.01 -0.02 -0.0 -0.0 0.0 -0.001851851851851852
9.0 0.0 0.0 0.01 -0.01 0.0 -0.0 0.0 0.0 0.02 0.0 0.01 0.0 0.0 0.02 0.0 0.01 0.02 0.0 0.01 -0.01 -0.01 -0.02 -0.01 -0.01 -0.02 -0.02 -0.01 -0.0007407407407407406
10.0 -0.0 -0.02 0.0 -0.03 -0.02 -0.02 0.0 0.0 0.02 0.04 0.01 0.0 0.0 0.03 0.0 0.03 0.0 -0.01 -0.01 -0.01 -0.02 -0.0 -0.02 -0.02 -0.01 -0.01 -0.02 -0.0033333333333333335
11.0 -0.01 0.01 -0.0 -0.02 -0.05 -0.01 0.0 0.0 0.01 0.0 0.0 0.01 0.0 0.01 0.0 0.0 -0.0 0.0 0.0 -0.01 -0.01 -0.03 -0.02 -0.02 -0.02 -0.02 -0.03 -0.0077777777777777776
12.0 -0.01 0.0 0.0 -0.0 -0.0 -0.0 0.01 0.0 0.0 0.0 0.02 0.01 0.0 0.02 0.01 0.01 -0.01 0.0 0.0 -0.02 -0.01 -0.03 -0.02 -0.05 -0.03 -0.01 -0.02 -0.004814814814814814
13.0 0.0 0.02 0.02 0.0 -0.0 0.0 0.02 0.0 0.08 0.07 0.01 0.0 0.0 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.0 -0.01 -0.01 -0.01 0.0 -0.0 -0.01 0.007407407407407408
14.0 -0.01 -0.01 -0.03 0.01 -0.01 0.04 0.01 -0.0 0.04 0.03 0.01 -0.01 0.01 0.01 0.0 0.0 -0.01 -0.02 -0.02 -0.01 -0.01 -0.03 -0.02 -0.02 -0.01 -0.03 -0.03 -0.0044444444444444444
15.0 -0.04 0.03 0.02 0.0 0.01 0.0 0.0 0.0 0.02 0.01 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0022222222222222222
16.0 0.0 0.04 0.05 0.04 0.07 0.02 0.01 0.0 0.02 0.01 0.02 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 -0.02 -0.0 0.0 -0.01 -0.01 0.0 0.008888888888888889
17.0 -0.01 0.14 0.08 0.05 0.03 0.03 0.02 0.01 0.04 0.03 0.03 0.0 0.01 0.01 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.05 -0.03 -0.01 -0.01 -0.02 -0.01 0.012592592592592591
18.0 -0.01 0.04 0.04 0.01 0.02 0.01 0.0 0.0 0.03 0.02 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.01 -0.01 -0.01 0.004814814814814814
19.0 0.0 0.04 0.02 0.04 0.05 0.05 0.01 0.0 0.05 0.04 0.01 0.0 0.01 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 -0.01 -0.0 -0.0 -0.01 -0.0 -0.0 0.011481481481481481
20.0 0.0 -0.01 -0.01 -0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.01 -0.01 0.0 0.01 0.0 0.0 -0.02 -0.04 -0.0 -0.03 0.0 -0.13 -0.02 -0.02 -0.01 -0.03 -0.05 -0.012962962962962964
21.0 -0.03 0.05 0.04 0.01 0.02 0.02 0.01 0.0 0.02 0.0 0.0 -0.0 0.0 0.01 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 -0.01 -0.01 -0.01 -0.02 -0.01 -0.0 0.003333333333333333
22.0 -0.0 0.14 -0.01 0.1 0.11 0.1 0.01 0.0 0.07 0.02 0.01 -0.01 -0.01 0.0 0.0 0.0 -0.0 -0.03 -0.02 -0.0 0.0 -0.02 -0.01 -0.01 0.0 -0.0 -0.0 0.016296296296296295
23.0 -0.01 0.05 0.04 0.01 0.01 0.02 -0.0 -0.0 0.03 0.02 0.01 -0.02 0.01 -0.01 0.0 -0.01 -0.0 -0.01 0.01 0.0 0.0 -0.01 -0.0 0.0 0.0 -0.0 -0.01 0.004814814814814815
24.0 -0.0 -0.01 -0.04 -0.05 -0.03 0.0 -0.01 0.0 0.01 0.03 0.01 -0.0 0.0 0.02 0.01 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0022222222222222222
25.0 -0.0 0.0 -0.01 -0.0 0.01 0.02 0.0 0.0 0.02 0.01 0.01 -0.0 0.0 0.01 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.002592592592592593
26.0 -0.0 0.03 0.03 -0.05 -0.07 0.01 0.0 0.0 0.02 0.01 0.01 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.01 0.0 0.0 -0.0 -0.01 -0.01 -0.01 -0.0 -0.0 0.0 -0.0018518518518518521
27.0 -0.0 0.09 0.06 0.04 0.03 0.0 0.02 0.0 0.04 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.01074074074074074
28.0 0.0 -0.07 -0.05 -0.09 -0.05 -0.01 0.01 -0.01 0.01 -0.0 -0.0 -0.0 -0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01 0.0 -0.0 0.0 0.0 0.0 -0.010370370370370372
29.0 0.0 0.04 0.04 0.01 0.03 0.01 0.0 0.0 0.02 0.0 0.01 0.0 0.01 0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 -0.01 -0.01 -0.01 -0.01 -0.01 0.0 0.004444444444444444
30.0 0.0 -0.0 -0.02 -0.02 0.0 -0.01 0.0 -0.0 0.0 -0.0 0.01 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0014814814814814814
31.0 0.0 -0.01 -0.03 -0.0 0.0 0.0 0.01 0.0 0.01 0.0 0.01 -0.01 0.0 0.01 0.01 0.0 0.01 -0.0 -0.0 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0011111111111111113
32.0 0.0 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.02 -0.0 -0.0 0.0 -0.01 -0.00037037037037037035
33.0 0.0 -0.02 -0.01 -0.02 -0.03 -0.01 0.01 0.0 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.01 -0.0025925925925925925
34.0 0.0 0.06 0.02 0.01 0.01 0.01 0.01 0.0 0.03 0.0 0.01 0.01 0.0 0.01 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 -0.01 0.0 -0.02 -0.02 0.005185185185185187
35.0 -0.01 -0.0 -0.0 -0.0 0.0 0.0 0.01 0.0 0.02 0.01 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.01 -0.02 -0.01 -0.0 0.0 -0.04 -0.0 -0.02 -0.01 -0.03 -0.03 -0.005185185185185186
36.0 -0.03 -0.01 -0.01 -0.02 -0.01 -0.0 0.01 0.0 0.01 0.01 0.02 0.02 -0.0 0.02 -0.0 0.0 0.01 0.01 -0.04 -0.02 -0.02 -0.08 -0.03 -0.06 -0.05 -0.08 -0.09 -0.016296296296296295
37.0 -0.07 0.01 0.06 -0.06 -0.07 -0.03 0.03 0.02 0.04 0.02 0.03 0.02 -0.0 -0.01 -0.01 -0.01 -0.02 0.01 -0.04 0.01 0.0 -0.09 -0.0 -0.0 -0.01 -0.05 -0.03 -0.009259259259259259
38.0 -0.08 0.02 -0.07 -0.0 -0.03 0.02 0.03 0.0 0.05 0.01 0.0 0.0 0.0 0.0 0.0 0.0 -0.02 -0.03 -0.03 -0.02 -0.02 -0.12 -0.07 -0.06 -0.07 -0.09 -0.07 -0.024074074074074078
39.0 -0.06 -0.07 -0.07 -0.01 -0.01 -0.01 -0.01 0.0 -0.02 -0.02 -0.05 -0.04 -0.08 -0.02 -0.02 -0.0 -0.01 0.01 -0.07 -0.02 -0.03 -0.04 -0.0 -0.01 -0.01 -0.0 -0.03 -0.02592592592592593
40.0 -0.02 0.0 0.0 -0.01 -0.01 0.01 0.01 0.0 -0.01 0.01 0.01 -0.02 -0.02 0.02 0.02 0.01 0.02 0.01 0.0 0.0 -0.02 -0.03 -0.01 -0.02 -0.02 0.03 -0.0 -0.0014814814814814818
